month,state,industry,claim_type,claims_count_actual,distribution,param_1,param_2,base_avg_cost
2017-11,RI,Healthcare,Indemnity,2,lognormal,8.55,0.72,9868.9
2017-11,RI,Healthcare,LostTime,3,lognormal,8.55,0.72,11109.4
2017-11,RI,Manufacturing,Indemnity,3,lognormal,8.55,0.72,9409.9
2017-11,RI,Manufacturing,LostTime,3,lognormal,8.55,0.72,11766.7
2017-11,SC,Construction,Indemnity,4,lognormal,8.55,0.72,13181.1
2017-11,SC,Construction,LostTime,5,lognormal,8.55,0.72,15767.5
2017-11,SC,Healthcare,LostTime,3,lognormal,8.55,0.72,9870.6
2017-11,SC,Manufacturing,Indemnity,2,lognormal,8.55,0.72,8377.2
2017-11,SC,Manufacturing,LostTime,2,lognormal,8.55,0.72,13400.9
2017-11,SD,Construction,Indemnity,3,lognormal,8.55,0.72,12643.4
2017-11,SD,Construction,LostTime,3,lognormal,8.55,0.72,12875.9
2017-11,SD,Healthcare,Indemnity,3,lognormal,8.55,0.72,8797.9
2017-11,SD,Healthcare,LostTime,2,lognormal,8.55,0.72,8444.3
2017-11,SD,Manufacturing,Indemnity,2,lognormal,8.55,0.72,11156.0
2017-11,SD,Manufacturing,LostTime,12,lognormal,8.55,0.72,11491.2
2017-11,TN,Construction,Indemnity,3,lognormal,8.55,0.72,12478.5
2017-11,TN,Construction,LostTime,2,lognormal,8.55,0.72,15432.8
2017-11,TN,Healthcare,LostTime,2,lognormal,8.55,0.72,8184.7
2017-11,TN,Manufacturing,Indemnity,7,lognormal,8.55,0.72,9822.8
2017-11,TN,Manufacturing,LostTime,6,lognormal,8.55,0.72,12107.8
2017-11,TX,Construction,Indemnity,5,lognormal,8.55,0.72,11301.8
2017-11,TX,Construction,LostTime,42,lognormal,8.55,0.72,13999.9
2017-11,TX,Healthcare,Indemnity,3,lognormal,8.55,0.72,9532.7
2017-11,TX,Healthcare,LostTime,22,lognormal,8.55,0.72,8855.2
2017-11,TX,Healthcare,MedicalOnly,2,lognormal,8.55,0.72,4849.9
2017-11,TX,Manufacturing,Indemnity,94,lognormal,8.55,0.72,9780.2
2017-11,TX,Manufacturing,LostTime,118,lognormal,8.55,0.72,12930.8
2017-11,TX,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,6780.6
2017-11,UT,Construction,Indemnity,3,lognormal,8.55,0.72,11349.6
2017-11,UT,Construction,LostTime,4,lognormal,8.55,0.72,12225.5
2017-11,UT,Healthcare,LostTime,2,lognormal,8.55,0.72,10989.7
2017-11,UT,Manufacturing,Indemnity,3,lognormal,8.55,0.72,10690.6
2017-11,UT,Manufacturing,LostTime,5,lognormal,8.55,0.72,11827.7
2017-11,VA,Construction,Indemnity,7,lognormal,8.55,0.72,11608.5
2017-11,VA,Construction,LostTime,3,lognormal,8.55,0.72,12061.2
2017-11,VA,Construction,MedicalOnly,3,lognormal,8.55,0.72,7086.0
2017-11,VA,Healthcare,Indemnity,7,lognormal,8.55,0.72,8157.3
2017-11,VA,Healthcare,LostTime,6,lognormal,8.55,0.72,9925.9
2017-11,VA,Manufacturing,Indemnity,2,lognormal,8.55,0.72,9375.8
2017-11,VA,Manufacturing,LostTime,6,lognormal,8.55,0.72,12018.3
2017-11,VT,Manufacturing,LostTime,3,lognormal,8.55,0.72,9299.2
2017-11,WA,Construction,Indemnity,2,lognormal,8.55,0.72,12177.9
2017-11,WA,Construction,LostTime,2,lognormal,8.55,0.72,13368.2
2017-11,WA,Healthcare,LostTime,3,lognormal,8.55,0.72,8794.9
2017-11,WA,Manufacturing,Indemnity,3,lognormal,8.55,0.72,7488.7
2017-11,WA,Manufacturing,LostTime,2,lognormal,8.55,0.72,10701.2
2017-11,WI,Construction,Indemnity,2,lognormal,8.55,0.72,8814.1
2017-11,WI,Construction,LostTime,7,lognormal,8.55,0.72,13040.2
2017-11,WI,Construction,MedicalOnly,2,lognormal,8.55,0.72,7322.5
2017-11,WI,Healthcare,Indemnity,3,lognormal,8.55,0.72,7222.3
2017-11,WI,Healthcare,LostTime,16,lognormal,8.55,0.72,9874.3
2017-11,WI,Manufacturing,Indemnity,56,lognormal,8.55,0.72,11590.7
2017-11,WI,Manufacturing,LostTime,48,lognormal,8.55,0.72,12720.1
2017-11,WV,Construction,Indemnity,5,lognormal,8.55,0.72,11528.2
2017-11,WV,Construction,LostTime,6,lognormal,8.55,0.72,10570.4
2017-11,WV,Healthcare,Indemnity,2,lognormal,8.55,0.72,7911.1
2017-11,WV,Healthcare,LostTime,2,lognormal,8.55,0.72,8215.8
2017-11,WV,Manufacturing,Indemnity,3,lognormal,8.55,0.72,9323.1
2017-11,WV,Manufacturing,LostTime,6,lognormal,8.55,0.72,10085.5
2017-11,WV,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,5501.7
2017-11,WY,Construction,LostTime,3,lognormal,8.55,0.72,11437.4
2017-11,WY,Manufacturing,Indemnity,3,lognormal,8.55,0.72,8821.0
2017-11,WY,Manufacturing,LostTime,5,lognormal,8.55,0.72,11738.0
2017-12,AK,Healthcare,LostTime,3,lognormal,8.55,0.72,12345.8
2017-12,AK,Manufacturing,Indemnity,2,lognormal,8.55,0.72,9220.0
2017-12,AK,Manufacturing,LostTime,2,lognormal,8.55,0.72,11568.3
2017-12,AL,Construction,Indemnity,3,lognormal,8.55,0.72,10060.7
2017-12,AL,Construction,LostTime,2,lognormal,8.55,0.72,10713.8
2017-12,AL,Healthcare,Indemnity,2,lognormal,8.55,0.72,7561.0
2017-12,AL,Healthcare,LostTime,3,lognormal,8.55,0.72,11133.1
2017-12,AL,Manufacturing,Indemnity,11,lognormal,8.55,0.72,11275.4
2017-12,AL,Manufacturing,LostTime,13,lognormal,8.55,0.72,11716.2
2017-12,AL,Manufacturing,MedicalOnly,7,lognormal,8.55,0.72,7582.4
2017-12,AR,Construction,Indemnity,3,lognormal,8.55,0.72,12845.2
2017-12,AR,Construction,LostTime,6,lognormal,8.55,0.72,15724.6
2017-12,AR,Healthcare,Indemnity,2,lognormal,8.55,0.72,10576.5
2017-12,AR,Healthcare,LostTime,5,lognormal,8.55,0.72,8925.6
2017-12,AR,Manufacturing,Indemnity,16,lognormal,8.55,0.72,7932.9
2017-12,AR,Manufacturing,LostTime,26,lognormal,8.55,0.72,10053.9
2017-12,AZ,Construction,Indemnity,2,lognormal,8.55,0.72,9433.6
2017-12,AZ,Construction,LostTime,6,lognormal,8.55,0.72,10171.4
2017-12,AZ,Healthcare,Indemnity,3,lognormal,8.55,0.72,10360.7
2017-12,AZ,Healthcare,LostTime,2,lognormal,8.55,0.72,9836.5
2017-12,AZ,Manufacturing,Indemnity,3,lognormal,8.55,0.72,9355.9
2017-12,AZ,Manufacturing,LostTime,6,lognormal,8.55,0.72,12533.5
2017-12,CA,Construction,Indemnity,3,lognormal,8.55,0.72,12771.2
2017-12,CA,Construction,LostTime,5,lognormal,8.55,0.72,13864.0
2017-12,CA,Healthcare,Indemnity,2,lognormal,8.55,0.72,10552.8
2017-12,CA,Healthcare,LostTime,4,lognormal,8.55,0.72,10426.8
2017-12,CA,Manufacturing,Indemnity,3,lognormal,8.55,0.72,12228.5
2017-12,CA,Manufacturing,LostTime,5,lognormal,8.55,0.72,12818.4
2017-12,CO,Construction,Indemnity,3,lognormal,8.55,0.72,11718.6
2017-12,CO,Construction,LostTime,19,lognormal,8.55,0.72,15587.0
2017-12,CO,Healthcare,Indemnity,2,lognormal,8.55,0.72,8537.8
2017-12,CO,Healthcare,LostTime,5,lognormal,8.55,0.72,10928.9
2017-12,CO,Manufacturing,Indemnity,15,lognormal,8.55,0.72,11074.3
2017-12,CO,Manufacturing,LostTime,51,lognormal,8.55,0.72,11904.5
2017-12,CO,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,6227.5
2017-12,CT,Construction,Indemnity,3,lognormal,8.55,0.72,9722.9
2017-12,CT,Construction,LostTime,3,lognormal,8.55,0.72,11814.0
2017-12,CT,Healthcare,Indemnity,2,lognormal,8.55,0.72,8919.7
2017-12,CT,Healthcare,LostTime,8,lognormal,8.55,0.72,10231.7
2017-12,CT,Manufacturing,Indemnity,2,lognormal,8.55,0.72,9765.7
2017-12,CT,Manufacturing,LostTime,13,lognormal,8.55,0.72,9812.9
2017-12,CT,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,7487.0
2017-12,DC,Construction,Indemnity,2,lognormal,8.55,0.72,11017.8
2017-12,DC,Construction,LostTime,6,lognormal,8.55,0.72,13432.3
2017-12,DC,Healthcare,Indemnity,3,lognormal,8.55,0.72,8456.8
2017-12,DC,Healthcare,LostTime,2,lognormal,8.55,0.72,11338.0
2017-12,DC,Manufacturing,Indemnity,3,lognormal,8.55,0.72,9111.9
2017-12,DC,Manufacturing,LostTime,6,lognormal,8.55,0.72,13398.7
2017-12,DE,Construction,Indemnity,3,lognormal,8.55,0.72,10932.5
2017-12,DE,Construction,LostTime,3,lognormal,8.55,0.72,13321.6
2017-12,DE,Healthcare,Indemnity,2,lognormal,8.55,0.72,8007.9
2017-12,DE,Healthcare,LostTime,3,lognormal,8.55,0.72,9560.2
2017-12,DE,Manufacturing,Indemnity,3,lognormal,8.55,0.72,9341.0
2017-12,DE,Manufacturing,LostTime,6,lognormal,8.55,0.72,13691.7
2017-12,FL,Construction,Indemnity,9,lognormal,8.55,0.72,9608.0
2017-12,FL,Construction,LostTime,56,lognormal,8.55,0.72,14525.2
2017-12,FL,Construction,MedicalOnly,2,lognormal,8.55,0.72,8314.0
2017-12,FL,Healthcare,Indemnity,2,lognormal,8.55,0.72,6979.8
2017-12,FL,Healthcare,LostTime,14,lognormal,8.55,0.72,11692.0
2017-12,FL,Manufacturing,Indemnity,15,lognormal,8.55,0.72,8709.6
2017-12,FL,Manufacturing,LostTime,96,lognormal,8.55,0.72,13136.2
2017-12,FL,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,5464.6
2017-12,GA,Construction,Indemnity,8,lognormal,8.55,0.72,9352.7
2017-12,GA,Construction,LostTime,17,lognormal,8.55,0.72,11909.2
2017-12,GA,Healthcare,Indemnity,3,lognormal,8.55,0.72,9390.9
2017-12,GA,Healthcare,LostTime,3,lognormal,8.55,0.72,9714.0
2017-12,GA,Manufacturing,Indemnity,18,lognormal,8.55,0.72,7938.1
2017-12,GA,Manufacturing,LostTime,29,lognormal,8.55,0.72,12746.9
2017-12,GA,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,6386.3
2017-12,HI,Construction,Indemnity,2,lognormal,8.55,0.72,12160.2
2017-12,HI,Construction,LostTime,2,lognormal,8.55,0.72,13061.4
2017-12,HI,Healthcare,LostTime,5,lognormal,8.55,0.72,9466.7
2017-12,HI,Manufacturing,Indemnity,5,lognormal,8.55,0.72,10901.4
2017-12,HI,Manufacturing,LostTime,4,lognormal,8.55,0.72,10590.4
2017-12,IA,Construction,Indemnity,3,lognormal,8.55,0.72,9772.4
2017-12,IA,Construction,LostTime,4,lognormal,8.55,0.72,12419.1
2017-12,IA,Healthcare,Indemnity,6,lognormal,8.55,0.72,8348.3
2017-12,IA,Healthcare,LostTime,2,lognormal,8.55,0.72,9896.6
2017-12,IA,Manufacturing,Indemnity,7,lognormal,8.55,0.72,7804.3
2017-12,IA,Manufacturing,LostTime,3,lognormal,8.55,0.72,12024.2
2017-12,ID,Construction,Indemnity,3,lognormal,8.55,0.72,9151.1
2017-12,ID,Construction,LostTime,3,lognormal,8.55,0.72,15200.9
2017-12,ID,Healthcare,Indemnity,2,lognormal,8.55,0.72,9659.0
2017-12,ID,Healthcare,LostTime,2,lognormal,8.55,0.72,9585.9
2017-12,ID,Manufacturing,Indemnity,2,lognormal,8.55,0.72,10561.6
2017-12,ID,Manufacturing,LostTime,5,lognormal,8.55,0.72,13207.6
2017-12,IL,Construction,Indemnity,2,lognormal,8.55,0.72,8640.1
2017-12,IL,Construction,LostTime,10,lognormal,8.55,0.72,11859.4
2017-12,IL,Healthcare,Indemnity,3,lognormal,8.55,0.72,9969.7
2017-12,IL,Healthcare,LostTime,5,lognormal,8.55,0.72,11226.2
2017-12,IL,Manufacturing,Indemnity,29,lognormal,8.55,0.72,10697.0
2017-12,IL,Manufacturing,LostTime,25,lognormal,8.55,0.72,11209.4
2017-12,IL,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,6797.6
2017-12,IN,Healthcare,LostTime,2,lognormal,8.55,0.72,8189.0
2017-12,IN,Manufacturing,Indemnity,3,lognormal,8.55,0.72,10777.2
2017-12,IN,Manufacturing,LostTime,3,lognormal,8.55,0.72,11560.3
2017-12,KS,Construction,Indemnity,3,lognormal,8.55,0.72,9261.2
2017-12,KS,Construction,LostTime,3,lognormal,8.55,0.72,15561.1
2017-12,KS,Healthcare,Indemnity,5,lognormal,8.55,0.72,10263.1
2017-12,KS,Healthcare,LostTime,5,lognormal,8.55,0.72,8609.3
2017-12,KS,Manufacturing,Indemnity,7,lognormal,8.55,0.72,8611.6
2017-12,KS,Manufacturing,LostTime,22,lognormal,8.55,0.72,11360.0
2017-12,KS,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,7766.0
2017-12,KY,Construction,Indemnity,2,lognormal,8.55,0.72,9896.4
2017-12,KY,Construction,LostTime,3,lognormal,8.55,0.72,13322.5
2017-12,KY,Healthcare,LostTime,2,lognormal,8.55,0.72,12557.9
2017-12,KY,Manufacturing,Indemnity,2,lognormal,8.55,0.72,7954.1
2017-12,KY,Manufacturing,LostTime,6,lognormal,8.55,0.72,8989.8
2017-12,LA,Construction,Indemnity,2,lognormal,8.55,0.72,10272.1
2017-12,LA,Construction,LostTime,8,lognormal,8.55,0.72,14923.0
2017-12,LA,Healthcare,Indemnity,3,lognormal,8.55,0.72,7401.1
2017-12,LA,Healthcare,LostTime,3,lognormal,8.55,0.72,9754.0
2017-12,LA,Manufacturing,Indemnity,15,lognormal,8.55,0.72,7492.6
2017-12,LA,Manufacturing,LostTime,45,lognormal,8.55,0.72,11390.8
2017-12,LA,Manufacturing,MedicalOnly,7,lognormal,8.55,0.72,6068.7
2017-12,MA,Construction,Indemnity,3,lognormal,8.55,0.72,9065.2
2017-12,MA,Construction,LostTime,13,lognormal,8.55,0.72,11019.8
2017-12,MA,Healthcare,Indemnity,2,lognormal,8.55,0.72,8802.9
2017-12,MA,Healthcare,LostTime,6,lognormal,8.55,0.72,12152.4
2017-12,MA,Manufacturing,Indemnity,13,lognormal,8.55,0.72,10315.2
2017-12,MA,Manufacturing,LostTime,28,lognormal,8.55,0.72,10257.2
2017-12,MD,Construction,Indemnity,5,lognormal,8.55,0.72,12798.8
2017-12,MD,Construction,LostTime,3,lognormal,8.55,0.72,14221.1
2017-12,MD,Healthcare,Indemnity,2,lognormal,8.55,0.72,7877.7
2017-12,MD,Healthcare,LostTime,7,lognormal,8.55,0.72,8230.6
2017-12,MD,Manufacturing,Indemnity,2,lognormal,8.55,0.72,7992.5
2017-12,MD,Manufacturing,LostTime,3,lognormal,8.55,0.72,10999.8
2017-12,ME,Construction,Indemnity,2,lognormal,8.55,0.72,9418.3
2017-12,ME,Construction,LostTime,2,lognormal,8.55,0.72,13159.5
2017-12,ME,Healthcare,Indemnity,3,lognormal,8.55,0.72,8222.2
2017-12,ME,Healthcare,LostTime,3,lognormal,8.55,0.72,8332.9
2017-12,ME,Manufacturing,Indemnity,8,lognormal,8.55,0.72,9319.8
2017-12,ME,Manufacturing,LostTime,4,lognormal,8.55,0.72,11582.6
2017-12,ME,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,5707.9
2017-12,MI,Healthcare,Indemnity,4,lognormal,8.55,0.72,8484.3
2017-12,MI,Healthcare,LostTime,3,lognormal,8.55,0.72,11293.3
2017-12,MI,Manufacturing,Indemnity,3,lognormal,8.55,0.72,8553.5
2017-12,MI,Manufacturing,LostTime,9,lognormal,8.55,0.72,12742.2
2017-12,MN,Healthcare,LostTime,3,lognormal,8.55,0.72,10147.0
2017-12,MN,Manufacturing,Indemnity,2,lognormal,8.55,0.72,8893.3
2017-12,MN,Manufacturing,LostTime,5,lognormal,8.55,0.72,13636.1
2017-12,MO,Construction,Indemnity,3,lognormal,8.55,0.72,8820.4
2017-12,MO,Construction,LostTime,8,lognormal,8.55,0.72,14197.7
2017-12,MO,Healthcare,Indemnity,2,lognormal,8.55,0.72,8038.8
2017-12,MO,Healthcare,LostTime,11,lognormal,8.55,0.72,11781.8
2017-12,MO,Manufacturing,Indemnity,19,lognormal,8.55,0.72,7810.6
2017-12,MO,Manufacturing,LostTime,41,lognormal,8.55,0.72,13516.8
2017-12,MO,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,7005.7
2017-12,MS,Construction,Indemnity,3,lognormal,8.55,0.72,12042.0
2017-12,MS,Construction,LostTime,2,lognormal,8.55,0.72,13022.1
2017-12,MS,Healthcare,Indemnity,4,lognormal,8.55,0.72,7119.2
2017-12,MS,Healthcare,LostTime,6,lognormal,8.55,0.72,8869.0
2017-12,MS,Manufacturing,Indemnity,19,lognormal,8.55,0.72,9443.7
2017-12,MS,Manufacturing,LostTime,11,lognormal,8.55,0.72,12708.0
2017-12,MS,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,5933.4
2017-12,MT,Construction,Indemnity,3,lognormal,8.55,0.72,9165.1
2017-12,MT,Construction,LostTime,2,lognormal,8.55,0.72,12719.0
2017-12,MT,Healthcare,Indemnity,3,lognormal,8.55,0.72,10048.6
2017-12,MT,Healthcare,LostTime,2,lognormal,8.55,0.72,12432.3
2017-12,MT,Manufacturing,Indemnity,2,lognormal,8.55,0.72,9465.0
2017-12,MT,Manufacturing,LostTime,8,lognormal,8.55,0.72,12977.0
2017-12,NC,Construction,Indemnity,3,lognormal,8.55,0.72,9739.6
2017-12,NC,Construction,LostTime,3,lognormal,8.55,0.72,12795.6
2017-12,NC,Healthcare,Indemnity,3,lognormal,8.55,0.72,7145.4
2017-12,NC,Healthcare,LostTime,2,lognormal,8.55,0.72,9081.2
2017-12,NC,Manufacturing,Indemnity,4,lognormal,8.55,0.72,8803.3
2017-12,NC,Manufacturing,LostTime,3,lognormal,8.55,0.72,13175.2
2017-12,ND,Construction,Indemnity,3,lognormal,8.55,0.72,10631.9
2017-12,ND,Construction,LostTime,2,lognormal,8.55,0.72,14657.5
2017-12,ND,Healthcare,Indemnity,2,lognormal,8.55,0.72,9113.0
2017-12,ND,Healthcare,LostTime,5,lognormal,8.55,0.72,12556.1
2017-12,ND,Manufacturing,Indemnity,5,lognormal,8.55,0.72,9837.3
2017-12,ND,Manufacturing,LostTime,21,lognormal,8.55,0.72,11695.4
2017-12,NE,Construction,Indemnity,6,lognormal,8.55,0.72,10486.0
2017-12,NE,Construction,LostTime,10,lognormal,8.55,0.72,15264.8
2017-12,NE,Healthcare,Indemnity,2,lognormal,8.55,0.72,9801.2
2017-12,NE,Healthcare,LostTime,5,lognormal,8.55,0.72,10932.6
2017-12,NE,Manufacturing,Indemnity,4,lognormal,8.55,0.72,8515.8
2017-12,NE,Manufacturing,LostTime,21,lognormal,8.55,0.72,11623.5
2017-12,NH,Construction,Indemnity,2,lognormal,8.55,0.72,12084.2
2017-12,NH,Construction,LostTime,2,lognormal,8.55,0.72,12725.6
2017-12,NH,Healthcare,Indemnity,6,lognormal,8.55,0.72,10247.6
2017-12,NH,Healthcare,LostTime,3,lognormal,8.55,0.72,8625.6
2017-12,NH,Manufacturing,Indemnity,2,lognormal,8.55,0.72,9705.4
2017-12,NH,Manufacturing,LostTime,3,lognormal,8.55,0.72,13430.1
2017-12,NJ,Construction,Indemnity,4,lognormal,8.55,0.72,8539.3
2017-12,NJ,Construction,LostTime,4,lognormal,8.55,0.72,13042.5
2017-12,NJ,Construction,MedicalOnly,2,lognormal,8.55,0.72,8612.0
2017-12,NJ,Healthcare,Indemnity,2,lognormal,8.55,0.72,7297.6
2017-12,NJ,Healthcare,LostTime,11,lognormal,8.55,0.72,12350.1
2017-12,NJ,Manufacturing,Indemnity,33,lognormal,8.55,0.72,10650.6
2017-12,NJ,Manufacturing,LostTime,45,lognormal,8.55,0.72,9180.0
2017-12,NJ,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,5881.7
2017-12,NM,Construction,LostTime,6,lognormal,8.55,0.72,13519.1
2017-12,NM,Healthcare,LostTime,2,lognormal,8.55,0.72,8296.0
2017-12,NM,Manufacturing,Indemnity,3,lognormal,8.55,0.72,9455.9
2017-12,NM,Manufacturing,LostTime,3,lognormal,8.55,0.72,11705.9
2017-12,NV,Construction,LostTime,3,lognormal,8.55,0.72,13123.6
2017-12,NV,Healthcare,LostTime,2,lognormal,8.55,0.72,10933.4
2017-12,NV,Manufacturing,Indemnity,3,lognormal,8.55,0.72,8498.2
2017-12,NV,Manufacturing,LostTime,7,lognormal,8.55,0.72,9405.8
2017-12,NY,Construction,Indemnity,7,lognormal,8.55,0.72,15882.7
2017-12,NY,Construction,LostTime,19,lognormal,8.55,0.72,15908.6
2017-12,NY,Construction,MedicalOnly,2,lognormal,8.55,0.72,9496.5
2017-12,NY,Healthcare,Indemnity,3,lognormal,8.55,0.72,9857.5
2017-12,NY,Healthcare,LostTime,22,lognormal,8.55,0.72,13543.1
2017-12,NY,Manufacturing,Indemnity,16,lognormal,8.55,0.72,9870.9
2017-12,NY,Manufacturing,LostTime,47,lognormal,8.55,0.72,12722.5
2017-12,NY,Manufacturing,MedicalOnly,4,lognormal,8.55,0.72,7314.4
2017-12,OH,Construction,Indemnity,9,lognormal,8.55,0.72,8617.4
2017-12,OH,Construction,LostTime,12,lognormal,8.55,0.72,11207.7
2017-12,OH,Construction,MedicalOnly,3,lognormal,8.55,0.72,8308.3
2017-12,OH,Healthcare,Indemnity,5,lognormal,8.55,0.72,8201.0
2017-12,OH,Healthcare,LostTime,7,lognormal,8.55,0.72,8844.9
2017-12,OH,Manufacturing,Indemnity,50,lognormal,8.55,0.72,8414.3
2017-12,OH,Manufacturing,LostTime,51,lognormal,8.55,0.72,10467.9
2017-12,OH,Manufacturing,MedicalOnly,7,lognormal,8.55,0.72,5949.5
2017-12,OK,Construction,Indemnity,3,lognormal,8.55,0.72,12502.2
2017-12,OK,Construction,LostTime,6,lognormal,8.55,0.72,15347.7
2017-12,OK,Construction,MedicalOnly,3,lognormal,8.55,0.72,7218.4
2017-12,OK,Healthcare,Indemnity,2,lognormal,8.55,0.72,9463.6
2017-12,OK,Healthcare,LostTime,2,lognormal,8.55,0.72,12010.1
2017-12,OK,Manufacturing,Indemnity,5,lognormal,8.55,0.72,11365.6
2017-12,OK,Manufacturing,LostTime,18,lognormal,8.55,0.72,9407.6
2017-12,OK,Manufacturing,MedicalOnly,5,lognormal,8.55,0.72,7136.5
2017-12,OR,Construction,LostTime,3,lognormal,8.55,0.72,13078.0
2017-12,OR,Healthcare,LostTime,2,lognormal,8.55,0.72,12395.0
2017-12,OR,Manufacturing,Indemnity,3,lognormal,8.55,0.72,9652.1
2017-12,OR,Manufacturing,LostTime,4,lognormal,8.55,0.72,9936.4
2017-12,PA,Construction,Indemnity,3,lognormal,8.55,0.72,9318.9
2017-12,PA,Construction,LostTime,26,lognormal,8.55,0.72,11696.0
2017-12,PA,Healthcare,Indemnity,3,lognormal,8.55,0.72,9873.0
2017-12,PA,Healthcare,LostTime,14,lognormal,8.55,0.72,10186.6
2017-12,PA,Manufacturing,Indemnity,37,lognormal,8.55,0.72,9488.7
2017-12,PA,Manufacturing,LostTime,116,lognormal,8.55,0.72,9221.7
2017-12,RI,Construction,Indemnity,4,lognormal,8.55,0.72,12446.8
2017-12,RI,Construction,LostTime,3,lognormal,8.55,0.72,13142.0
2017-12,RI,Healthcare,Indemnity,3,lognormal,8.55,0.72,9817.7
2017-12,RI,Healthcare,LostTime,3,lognormal,8.55,0.72,9630.5
2017-12,RI,Manufacturing,Indemnity,2,lognormal,8.55,0.72,10657.8
2017-12,RI,Manufacturing,LostTime,3,lognormal,8.55,0.72,11704.6
2017-12,SC,Construction,Indemnity,4,lognormal,8.55,0.72,8528.9
2017-12,SC,Construction,LostTime,3,lognormal,8.55,0.72,13919.3
2017-12,SC,Healthcare,LostTime,3,lognormal,8.55,0.72,9443.6
2017-12,SC,Manufacturing,Indemnity,2,lognormal,8.55,0.72,9512.4
2017-12,SC,Manufacturing,LostTime,2,lognormal,8.55,0.72,9540.6
2017-12,SD,Construction,Indemnity,6,lognormal,8.55,0.72,13074.3
2017-12,SD,Construction,LostTime,3,lognormal,8.55,0.72,12244.0
2017-12,SD,Healthcare,Indemnity,2,lognormal,8.55,0.72,9355.0
2017-12,SD,Healthcare,LostTime,6,lognormal,8.55,0.72,8601.7
2017-12,SD,Manufacturing,Indemnity,15,lognormal,8.55,0.72,8086.0
2017-12,SD,Manufacturing,LostTime,5,lognormal,8.55,0.72,12603.6
2017-12,TN,Construction,Indemnity,7,lognormal,8.55,0.72,9156.9
2017-12,TN,Construction,LostTime,3,lognormal,8.55,0.72,14431.9
2017-12,TN,Healthcare,LostTime,3,lognormal,8.55,0.72,10067.7
2017-12,TN,Manufacturing,Indemnity,2,lognormal,8.55,0.72,9338.8
2017-12,TN,Manufacturing,LostTime,4,lognormal,8.55,0.72,12715.3
2017-12,TX,Construction,Indemnity,12,lognormal,8.55,0.72,10087.5
2017-12,TX,Construction,LostTime,49,lognormal,8.55,0.72,11749.7
2017-12,TX,Healthcare,Indemnity,9,lognormal,8.55,0.72,9254.0
2017-12,TX,Healthcare,LostTime,27,lognormal,8.55,0.72,8284.7
2017-12,TX,Healthcare,MedicalOnly,6,lognormal,8.55,0.72,5751.9
2017-12,TX,Manufacturing,Indemnity,87,lognormal,8.55,0.72,8657.7
2017-12,TX,Manufacturing,LostTime,181,lognormal,8.55,0.72,10544.8
2017-12,TX,Manufacturing,MedicalOnly,5,lognormal,8.55,0.72,5214.6
2017-12,UT,Construction,Indemnity,2,lognormal,8.55,0.72,10058.5
2017-12,UT,Construction,LostTime,2,lognormal,8.55,0.72,15723.2
2017-12,UT,Healthcare,LostTime,2,lognormal,8.55,0.72,11337.9
2017-12,UT,Manufacturing,Indemnity,3,lognormal,8.55,0.72,9753.2
2017-12,UT,Manufacturing,LostTime,2,lognormal,8.55,0.72,13179.7
2017-12,VA,Construction,Indemnity,3,lognormal,8.55,0.72,8983.2
2017-12,VA,Construction,LostTime,2,lognormal,8.55,0.72,10100.6
2017-12,VA,Construction,MedicalOnly,3,lognormal,8.55,0.72,8093.5
2017-12,VA,Healthcare,Indemnity,3,lognormal,8.55,0.72,9304.2
2017-12,VA,Healthcare,LostTime,4,lognormal,8.55,0.72,9116.3
2017-12,VA,Manufacturing,Indemnity,4,lognormal,8.55,0.72,7862.5
2017-12,VA,Manufacturing,LostTime,4,lognormal,8.55,0.72,9920.9
2017-12,VT,Manufacturing,LostTime,2,lognormal,8.55,0.72,12549.0
2017-12,WA,Construction,Indemnity,4,lognormal,8.55,0.72,8982.5
2017-12,WA,Construction,LostTime,2,lognormal,8.55,0.72,14255.8
2017-12,WA,Healthcare,LostTime,2,lognormal,8.55,0.72,8257.7
2017-12,WA,Manufacturing,Indemnity,3,lognormal,8.55,0.72,7578.4
2017-12,WA,Manufacturing,LostTime,3,lognormal,8.55,0.72,10490.0
2017-12,WI,Construction,Indemnity,7,lognormal,8.55,0.72,12132.7
2017-12,WI,Construction,LostTime,8,lognormal,8.55,0.72,10163.5
2017-12,WI,Construction,MedicalOnly,2,lognormal,8.55,0.72,8822.8
2017-12,WI,Healthcare,Indemnity,3,lognormal,8.55,0.72,6973.0
2017-12,WI,Healthcare,LostTime,12,lognormal,8.55,0.72,10962.4
2017-12,WI,Manufacturing,Indemnity,21,lognormal,8.55,0.72,9058.4
2017-12,WI,Manufacturing,LostTime,53,lognormal,8.55,0.72,12923.3
