month,state,industry,claim_type,claims_count_actual
2016-01,AK,Healthcare,LostTime,1
2016-01,AK,Manufacturing,Indemnity,1
2016-01,AL,Construction,LostTime,4
2016-01,AL,Manufacturing,Indemnity,11
2016-01,AL,Manufacturing,LostTime,18
2016-01,AR,Construction,Indemnity,1
2016-01,AR,Construction,LostTime,2
2016-01,AR,Healthcare,LostTime,1
2016-01,AR,Manufacturing,Indemnity,5
2016-01,AR,Manufacturing,LostTime,12
2016-01,CO,Construction,LostTime,5
2016-01,CO,Healthcare,Indemnity,2
2016-01,CO,Healthcare,LostTime,2
2016-01,CO,Manufacturing,Indemnity,3
2016-01,CO,Manufacturing,LostTime,7
2016-01,CT,Construction,Indemnity,1
2016-01,CT,Healthcare,LostTime,1
2016-01,CT,Manufacturing,Indemnity,3
2016-01,CT,Manufacturing,LostTime,9
2016-01,DC,Construction,LostTime,1
2016-01,DC,Healthcare,LostTime,1
2016-01,DC,Manufacturing,LostTime,1
2016-01,DE,Manufacturing,LostTime,1
2016-01,FL,Construction,Indemnity,3
2016-01,FL,Construction,LostTime,17
2016-01,FL,Healthcare,LostTime,12
2016-01,FL,Manufacturing,Indemnity,10
2016-01,FL,Manufacturing,LostTime,32
2016-01,GA,Construction,Indemnity,1
2016-01,GA,Construction,LostTime,8
2016-01,GA,Healthcare,Indemnity,2
2016-01,GA,Healthcare,LostTime,4
2016-01,GA,Manufacturing,Indemnity,14
2016-01,GA,Manufacturing,LostTime,17
2016-01,IA,Manufacturing,LostTime,2
2016-01,ID,Construction,LostTime,1
2016-01,ID,Healthcare,LostTime,1
2016-01,ID,Manufacturing,Indemnity,3
2016-01,ID,Manufacturing,LostTime,4
2016-01,IL,Construction,LostTime,4
2016-01,IL,Healthcare,Indemnity,1
2016-01,IL,Healthcare,LostTime,4
2016-01,IL,Manufacturing,Indemnity,8
2016-01,IL,Manufacturing,LostTime,33
2016-01,IN,Manufacturing,LostTime,1
2016-01,KS,Construction,Indemnity,1
2016-01,KS,Construction,LostTime,3
2016-01,KS,Healthcare,LostTime,1
2016-01,KS,Manufacturing,Indemnity,4
2016-01,KS,Manufacturing,LostTime,9
2016-01,LA,Construction,Indemnity,3
2016-01,LA,Manufacturing,Indemnity,4
2016-01,LA,Manufacturing,LostTime,11
2016-01,MA,Construction,LostTime,2
2016-01,MA,Healthcare,LostTime,2
2016-01,MA,Manufacturing,Indemnity,3
2016-01,MA,Manufacturing,LostTime,11
2016-01,MD,Construction,LostTime,1
2016-01,MD,Manufacturing,LostTime,2
2016-01,ME,Manufacturing,Indemnity,2
2016-01,ME,Manufacturing,LostTime,2
2016-01,ME,Manufacturing,MedicalOnly,1
2016-01,MI,Manufacturing,LostTime,1
2016-01,MN,Manufacturing,LostTime,1
2016-01,MO,Construction,LostTime,2
2016-01,MO,Healthcare,Indemnity,2
2016-01,MO,Healthcare,LostTime,3
2016-01,MO,Manufacturing,Indemnity,8
2016-01,MO,Manufacturing,LostTime,11
2016-01,MS,Healthcare,Indemnity,1
2016-01,MS,Manufacturing,Indemnity,6
2016-01,MS,Manufacturing,LostTime,5
2016-01,MT,Construction,LostTime,1
2016-01,MT,Manufacturing,Indemnity,3
2016-01,MT,Manufacturing,LostTime,2
2016-01,ND,Construction,LostTime,2
2016-01,ND,Healthcare,LostTime,1
2016-01,ND,Manufacturing,Indemnity,1
2016-01,ND,Manufacturing,LostTime,6
2016-01,NE,Construction,LostTime,1
2016-01,NE,Healthcare,Indemnity,1
2016-01,NE,Healthcare,LostTime,1
2016-01,NE,Manufacturing,Indemnity,3
2016-01,NE,Manufacturing,LostTime,9
2016-01,NH,Construction,LostTime,1
2016-01,NH,Healthcare,LostTime,1
2016-01,NH,Manufacturing,Indemnity,2
2016-01,NH,Manufacturing,LostTime,4
2016-01,NJ,Construction,LostTime,5
2016-01,NJ,Healthcare,LostTime,4
2016-01,NJ,Manufacturing,Indemnity,3
2016-01,NJ,Manufacturing,LostTime,12
2016-01,NM,Manufacturing,LostTime,3
2016-01,NY,Construction,Indemnity,1
2016-01,NY,Construction,LostTime,10
2016-01,NY,Healthcare,Indemnity,1
2016-01,NY,Healthcare,LostTime,6
2016-01,NY,Manufacturing,Indemnity,7
2016-01,NY,Manufacturing,LostTime,15
2016-01,OH,Construction,Indemnity,2
2016-01,OH,Construction,LostTime,6
2016-01,OH,Healthcare,LostTime,6
2016-01,OH,Manufacturing,Indemnity,15
2016-01,OH,Manufacturing,LostTime,37
2016-01,OK,Construction,Indemnity,2
2016-01,OK,Construction,LostTime,4
2016-01,OK,Manufacturing,Indemnity,7
2016-01,OK,Manufacturing,LostTime,7
2016-01,OR,Manufacturing,LostTime,1
2016-01,PA,Construction,Indemnity,1
2016-01,PA,Construction,LostTime,5
2016-01,PA,Healthcare,LostTime,6
2016-01,PA,Manufacturing,Indemnity,13
2016-01,PA,Manufacturing,LostTime,31
2016-01,RI,Manufacturing,Indemnity,1
2016-01,SD,Manufacturing,Indemnity,1
2016-01,SD,Manufacturing,LostTime,1
2016-01,TX,Construction,Indemnity,2
2016-01,TX,Construction,LostTime,26
2016-01,TX,Healthcare,Indemnity,1
2016-01,TX,Healthcare,LostTime,10
2016-01,TX,Manufacturing,Indemnity,23
2016-01,TX,Manufacturing,LostTime,68
2016-01,UT,Manufacturing,LostTime,1
2016-01,VA,Manufacturing,Indemnity,1
2016-01,VA,Manufacturing,LostTime,5
2016-01,WA,Manufacturing,LostTime,2
2016-01,WI,Construction,Indemnity,1
2016-01,WI,Construction,LostTime,3
2016-01,WI,Healthcare,LostTime,3
2016-01,WI,Manufacturing,Indemnity,13
2016-01,WI,Manufacturing,LostTime,15
2016-01,WV,Construction,Indemnity,1
2016-01,WV,Healthcare,LostTime,1
2016-01,WV,Manufacturing,LostTime,4
2016-02,AL,Construction,Indemnity,2
2016-02,AL,Construction,LostTime,1
2016-02,AL,Healthcare,Indemnity,1
2016-02,AL,Healthcare,LostTime,2
2016-02,AL,Manufacturing,Indemnity,11
2016-02,AL,Manufacturing,LostTime,12
2016-02,AR,Healthcare,LostTime,2
2016-02,AR,Manufacturing,Indemnity,9
2016-02,AR,Manufacturing,LostTime,9
2016-02,AZ,Manufacturing,LostTime,1
2016-02,CA,Manufacturing,Indemnity,1
2016-02,CA,Manufacturing,LostTime,2
2016-02,CO,Construction,Indemnity,1
2016-02,CO,Construction,LostTime,5
2016-02,CO,Healthcare,LostTime,2
2016-02,CO,Manufacturing,Indemnity,2
2016-02,CO,Manufacturing,LostTime,14
2016-02,CT,Healthcare,Indemnity,1
2016-02,CT,Healthcare,LostTime,2
2016-02,CT,Manufacturing,Indemnity,1
2016-02,CT,Manufacturing,LostTime,5
2016-02,DC,Healthcare,Indemnity,1
2016-02,DC,Healthcare,LostTime,1
2016-02,DC,Manufacturing,LostTime,1
2016-02,DE,Healthcare,LostTime,1
2016-02,DE,Manufacturing,Indemnity,1
2016-02,DE,Manufacturing,LostTime,2
2016-02,FL,Construction,Indemnity,1
2016-02,FL,Construction,LostTime,20
2016-02,FL,Healthcare,Indemnity,3
2016-02,FL,Healthcare,LostTime,6
2016-02,FL,Manufacturing,Indemnity,6
2016-02,FL,Manufacturing,LostTime,31
2016-02,GA,Construction,LostTime,8
2016-02,GA,Healthcare,Indemnity,1
2016-02,GA,Manufacturing,Indemnity,16
2016-02,GA,Manufacturing,LostTime,21
2016-02,ID,Healthcare,Indemnity,1
2016-02,ID,Manufacturing,Indemnity,4
2016-02,ID,Manufacturing,LostTime,1
2016-02,IL,Construction,LostTime,3
2016-02,IL,Healthcare,LostTime,5
2016-02,IL,Manufacturing,Indemnity,11
2016-02,IL,Manufacturing,LostTime,32
2016-02,IN,Manufacturing,Indemnity,1
2016-02,KS,Construction,LostTime,1
2016-02,KS,Manufacturing,Indemnity,2
2016-02,KS,Manufacturing,LostTime,11
2016-02,KY,Manufacturing,LostTime,1
2016-02,LA,Construction,LostTime,8
2016-02,LA,Healthcare,LostTime,1
2016-02,LA,Manufacturing,Indemnity,3
2016-02,LA,Manufacturing,LostTime,7
2016-02,MA,Construction,Indemnity,1
2016-02,MA,Construction,LostTime,2
2016-02,MA,Healthcare,LostTime,5
2016-02,MA,Manufacturing,Indemnity,3
2016-02,MA,Manufacturing,LostTime,9
2016-02,MD,Manufacturing,LostTime,2
2016-02,ME,Construction,LostTime,3
2016-02,ME,Manufacturing,Indemnity,1
2016-02,ME,Manufacturing,LostTime,2
2016-02,MI,Manufacturing,LostTime,1
2016-02,MN,Manufacturing,LostTime,1
2016-02,MO,Construction,LostTime,1
2016-02,MO,Healthcare,Indemnity,1
2016-02,MO,Healthcare,LostTime,2
2016-02,MO,Manufacturing,Indemnity,6
2016-02,MO,Manufacturing,LostTime,15
2016-02,MS,Construction,Indemnity,2
2016-02,MS,Construction,LostTime,3
2016-02,MS,Manufacturing,Indemnity,4
2016-02,MS,Manufacturing,LostTime,11
2016-02,MT,Manufacturing,Indemnity,2
2016-02,MT,Manufacturing,LostTime,2
2016-02,ND,Construction,LostTime,2
2016-02,ND,Manufacturing,LostTime,8
2016-02,NE,Healthcare,Indemnity,1
2016-02,NE,Healthcare,LostTime,1
2016-02,NE,Manufacturing,Indemnity,3
2016-02,NE,Manufacturing,LostTime,10
2016-02,NH,Manufacturing,LostTime,1
2016-02,NJ,Construction,LostTime,1
2016-02,NJ,Healthcare,Indemnity,1
2016-02,NJ,Healthcare,LostTime,2
2016-02,NJ,Manufacturing,LostTime,10
2016-02,NV,Manufacturing,LostTime,1
2016-02,NY,Construction,Indemnity,2
2016-02,NY,Construction,LostTime,9
2016-02,NY,Healthcare,LostTime,5
2016-02,NY,Manufacturing,Indemnity,8
2016-02,NY,Manufacturing,LostTime,9
2016-02,OH,Construction,Indemnity,1
2016-02,OH,Construction,LostTime,4
2016-02,OH,Healthcare,Indemnity,2
2016-02,OH,Healthcare,LostTime,6
2016-02,OH,Manufacturing,Indemnity,23
2016-02,OH,Manufacturing,LostTime,28
2016-02,OK,Construction,LostTime,1
2016-02,OK,Manufacturing,Indemnity,4
2016-02,OK,Manufacturing,LostTime,9
2016-02,OR,Construction,LostTime,1
2016-02,PA,Construction,Indemnity,1
2016-02,PA,Construction,LostTime,6
2016-02,PA,Healthcare,Indemnity,1
2016-02,PA,Healthcare,LostTime,12
2016-02,PA,Manufacturing,Indemnity,14
2016-02,PA,Manufacturing,LostTime,40
2016-02,RI,Healthcare,LostTime,1
2016-02,RI,Manufacturing,LostTime,2
2016-02,SD,Construction,LostTime,1
2016-02,SD,Healthcare,LostTime,2
2016-02,SD,Manufacturing,LostTime,3
2016-02,TX,Construction,Indemnity,9
2016-02,TX,Construction,LostTime,24
2016-02,TX,Healthcare,Indemnity,2
2016-02,TX,Healthcare,LostTime,2
2016-02,TX,Manufacturing,Indemnity,22
2016-02,TX,Manufacturing,LostTime,59
2016-02,UT,Construction,LostTime,1
2016-02,UT,Manufacturing,Indemnity,1
2016-02,UT,Manufacturing,LostTime,2
2016-02,VA,Construction,LostTime,1
2016-02,VA,Manufacturing,Indemnity,1
2016-02,WI,Construction,Indemnity,1
2016-02,WI,Construction,LostTime,5
2016-02,WI,Healthcare,LostTime,3
2016-02,WI,Manufacturing,Indemnity,14
2016-02,WI,Manufacturing,LostTime,23
2016-02,WV,Construction,LostTime,2
2016-02,WV,Healthcare,LostTime,3
2016-02,WV,Manufacturing,Indemnity,3
2016-02,WV,Manufacturing,LostTime,4
2016-03,AK,Healthcare,LostTime,1
2016-03,AL,Construction,Indemnity,2
2016-03,AL,Construction,LostTime,2
2016-03,AL,Healthcare,LostTime,2
2016-03,AL,Manufacturing,Indemnity,8
2016-03,AL,Manufacturing,LostTime,11
2016-03,AL,Manufacturing,MedicalOnly,1
2016-03,AR,Healthcare,LostTime,1
2016-03,AR,Manufacturing,Indemnity,4
2016-03,AR,Manufacturing,LostTime,11
2016-03,AZ,Manufacturing,LostTime,2
2016-03,CA,Construction,LostTime,1
2016-03,CA,Healthcare,LostTime,1
2016-03,CA,Manufacturing,Indemnity,3
2016-03,CA,Manufacturing,LostTime,3
2016-03,CO,Construction,LostTime,5
2016-03,CO,Healthcare,Indemnity,2
2016-03,CO,Healthcare,LostTime,1
2016-03,CO,Manufacturing,Indemnity,5
2016-03,CO,Manufacturing,LostTime,14
2016-03,CT,Construction,LostTime,2
2016-03,CT,Healthcare,Indemnity,1
2016-03,CT,Healthcare,LostTime,1
2016-03,CT,Manufacturing,Indemnity,3
2016-03,CT,Manufacturing,LostTime,1
2016-03,DC,Construction,LostTime,1
2016-03,DC,Healthcare,Indemnity,1
2016-03,DC,Healthcare,LostTime,1
2016-03,DC,Manufacturing,LostTime,2
2016-03,DE,Construction,LostTime,1
2016-03,DE,Manufacturing,Indemnity,2
2016-03,DE,Manufacturing,LostTime,1
2016-03,FL,Construction,Indemnity,1
2016-03,FL,Construction,LostTime,25
2016-03,FL,Healthcare,Indemnity,1
2016-03,FL,Healthcare,LostTime,9
2016-03,FL,Manufacturing,Indemnity,13
2016-03,FL,Manufacturing,LostTime,27
2016-03,GA,Construction,Indemnity,1
2016-03,GA,Construction,LostTime,5
2016-03,GA,Healthcare,LostTime,4
2016-03,GA,Manufacturing,Indemnity,8
2016-03,GA,Manufacturing,LostTime,23
2016-03,HI,Manufacturing,Indemnity,1
2016-03,ID,Construction,LostTime,2
2016-03,ID,Manufacturing,LostTime,6
2016-03,IL,Construction,LostTime,5
2016-03,IL,Healthcare,LostTime,4
2016-03,IL,Manufacturing,Indemnity,12
2016-03,IL,Manufacturing,LostTime,18
2016-03,KS,Construction,Indemnity,1
2016-03,KS,Construction,LostTime,2
2016-03,KS,Healthcare,LostTime,1
2016-03,KS,Manufacturing,Indemnity,3
2016-03,KS,Manufacturing,LostTime,8
2016-03,KY,Construction,LostTime,1
2016-03,KY,Manufacturing,Indemnity,1
2016-03,LA,Construction,Indemnity,1
2016-03,LA,Construction,LostTime,5
2016-03,LA,Healthcare,Indemnity,1
2016-03,LA,Healthcare,LostTime,4
2016-03,LA,Manufacturing,Indemnity,3
2016-03,LA,Manufacturing,LostTime,8
2016-03,MA,Construction,LostTime,3
2016-03,MA,Healthcare,Indemnity,1
2016-03,MA,Healthcare,LostTime,8
2016-03,MA,Manufacturing,Indemnity,5
2016-03,MA,Manufacturing,LostTime,8
2016-03,ME,Manufacturing,Indemnity,3
2016-03,ME,Manufacturing,LostTime,3
2016-03,MI,Manufacturing,LostTime,1
2016-03,MO,Construction,LostTime,3
2016-03,MO,Healthcare,LostTime,1
2016-03,MO,Manufacturing,Indemnity,9
2016-03,MO,Manufacturing,LostTime,12
2016-03,MS,Construction,Indemnity,1
2016-03,MS,Construction,LostTime,2
2016-03,MS,Manufacturing,Indemnity,5
2016-03,MS,Manufacturing,LostTime,5
2016-03,MT,Construction,LostTime,1
2016-03,MT,Healthcare,LostTime,1
2016-03,MT,Manufacturing,Indemnity,2
2016-03,NC,Healthcare,LostTime,2
2016-03,ND,Manufacturing,LostTime,2
2016-03,NE,Construction,Indemnity,1
2016-03,NE,Construction,LostTime,2
2016-03,NE,Manufacturing,Indemnity,2
2016-03,NE,Manufacturing,LostTime,8
2016-03,NH,Construction,LostTime,2
2016-03,NH,Manufacturing,Indemnity,1
2016-03,NH,Manufacturing,LostTime,5
2016-03,NJ,Construction,Indemnity,1
2016-03,NJ,Construction,LostTime,2
2016-03,NJ,Healthcare,LostTime,1
2016-03,NJ,Manufacturing,Indemnity,2
2016-03,NJ,Manufacturing,LostTime,11
2016-03,NM,Manufacturing,LostTime,2
2016-03,NY,Construction,LostTime,7
2016-03,NY,Healthcare,Indemnity,1
2016-03,NY,Healthcare,LostTime,7
2016-03,NY,Manufacturing,Indemnity,9
2016-03,NY,Manufacturing,LostTime,23
2016-03,OH,Construction,LostTime,7
2016-03,OH,Healthcare,Indemnity,1
2016-03,OH,Healthcare,LostTime,5
2016-03,OH,Manufacturing,Indemnity,24
2016-03,OH,Manufacturing,LostTime,26
2016-03,OK,Construction,Indemnity,1
2016-03,OK,Construction,MedicalOnly,1
2016-03,OK,Healthcare,LostTime,2
2016-03,OK,Manufacturing,Indemnity,1
2016-03,OK,Manufacturing,LostTime,8
2016-03,PA,Construction,Indemnity,1
2016-03,PA,Construction,LostTime,12
2016-03,PA,Healthcare,Indemnity,1
2016-03,PA,Healthcare,LostTime,7
2016-03,PA,Manufacturing,Indemnity,7
2016-03,PA,Manufacturing,LostTime,24
2016-03,RI,Healthcare,LostTime,1
2016-03,RI,Manufacturing,LostTime,2
2016-03,TN,Healthcare,LostTime,1
2016-03,TN,Manufacturing,LostTime,1
2016-03,TX,Construction,Indemnity,10
2016-03,TX,Construction,LostTime,20
2016-03,TX,Healthcare,Indemnity,1
2016-03,TX,Healthcare,LostTime,7
2016-03,TX,Manufacturing,Indemnity,20
2016-03,TX,Manufacturing,LostTime,56
2016-03,UT,Manufacturing,LostTime,1
2016-03,VA,Construction,LostTime,1
2016-03,VA,Manufacturing,Indemnity,2
2016-03,VA,Manufacturing,LostTime,2
2016-03,WA,Healthcare,LostTime,1
2016-03,WA,Manufacturing,LostTime,1
2016-03,WI,Construction,LostTime,1
2016-03,WI,Healthcare,Indemnity,1
2016-03,WI,Healthcare,LostTime,2
2016-03,WI,Manufacturing,Indemnity,10
2016-03,WI,Manufacturing,LostTime,12
2016-03,WV,Construction,LostTime,1
2016-03,WV,Healthcare,Indemnity,1
2016-03,WV,Healthcare,LostTime,2
2016-03,WV,Manufacturing,Indemnity,3
2016-03,WV,Manufacturing,LostTime,2
2016-04,AL,Construction,LostTime,4
2016-04,AL,Healthcare,LostTime,2
2016-04,AL,Manufacturing,Indemnity,7
2016-04,AL,Manufacturing,LostTime,14
2016-04,AR,Construction,LostTime,2
2016-04,AR,Healthcare,LostTime,2
2016-04,AR,Manufacturing,Indemnity,9
2016-04,AR,Manufacturing,LostTime,8
2016-04,AZ,Manufacturing,LostTime,1
2016-04,CA,Healthcare,LostTime,1
2016-04,CA,Manufacturing,LostTime,3
2016-04,CO,Construction,Indemnity,1
2016-04,CO,Construction,LostTime,1
2016-04,CO,Healthcare,LostTime,1
2016-04,CO,Manufacturing,Indemnity,1
2016-04,CO,Manufacturing,LostTime,15
2016-04,CT,Healthcare,LostTime,3
2016-04,CT,Manufacturing,Indemnity,2
2016-04,CT,Manufacturing,LostTime,2
2016-04,DC,Healthcare,LostTime,1
2016-04,DE,Construction,LostTime,1
2016-04,DE,Healthcare,LostTime,1
2016-04,DE,Manufacturing,Indemnity,2
2016-04,DE,Manufacturing,LostTime,1
2016-04,FL,Construction,Indemnity,3
2016-04,FL,Construction,LostTime,23
2016-04,FL,Healthcare,LostTime,13
2016-04,FL,Manufacturing,Indemnity,10
2016-04,FL,Manufacturing,LostTime,45
2016-04,GA,Construction,Indemnity,2
2016-04,GA,Construction,LostTime,4
2016-04,GA,Manufacturing,Indemnity,13
2016-04,GA,Manufacturing,LostTime,23
2016-04,ID,Construction,LostTime,1
2016-04,ID,Healthcare,LostTime,1
2016-04,ID,Manufacturing,Indemnity,1
2016-04,ID,Manufacturing,LostTime,4
2016-04,IL,Construction,Indemnity,1
2016-04,IL,Construction,LostTime,5
2016-04,IL,Healthcare,Indemnity,1
2016-04,IL,Healthcare,LostTime,8
2016-04,IL,Manufacturing,Indemnity,17
2016-04,IL,Manufacturing,LostTime,29
2016-04,KS,Construction,LostTime,3
2016-04,KS,Manufacturing,Indemnity,6
2016-04,KS,Manufacturing,LostTime,8
2016-04,LA,Construction,Indemnity,1
2016-04,LA,Construction,LostTime,5
2016-04,LA,Manufacturing,Indemnity,3
2016-04,LA,Manufacturing,LostTime,9
2016-04,MA,Construction,Indemnity,1
2016-04,MA,Construction,LostTime,2
2016-04,MA,Healthcare,LostTime,3
2016-04,MA,Manufacturing,Indemnity,6
2016-04,MA,Manufacturing,LostTime,3
2016-04,MD,Construction,Indemnity,1
2016-04,MD,Construction,LostTime,1
2016-04,ME,Construction,LostTime,1
2016-04,ME,Manufacturing,Indemnity,3
2016-04,MO,Construction,LostTime,4
2016-04,MO,Healthcare,LostTime,3
2016-04,MO,Manufacturing,Indemnity,8
2016-04,MO,Manufacturing,LostTime,10
2016-04,MS,Manufacturing,Indemnity,4
2016-04,MS,Manufacturing,LostTime,8
2016-04,MT,Construction,LostTime,1
2016-04,MT,Manufacturing,LostTime,4
2016-04,NC,Healthcare,Indemnity,1
2016-04,ND,Manufacturing,Indemnity,2
2016-04,ND,Manufacturing,LostTime,4
2016-04,NE,Construction,Indemnity,1
2016-04,NE,Construction,LostTime,1
2016-04,NE,Healthcare,LostTime,2
2016-04,NE,Manufacturing,Indemnity,3
2016-04,NE,Manufacturing,LostTime,6
2016-04,NH,Manufacturing,LostTime,1
2016-04,NJ,Construction,LostTime,5
2016-04,NJ,Healthcare,LostTime,1
2016-04,NJ,Manufacturing,Indemnity,2
2016-04,NJ,Manufacturing,LostTime,7
2016-04,NY,Construction,Indemnity,1
2016-04,NY,Construction,LostTime,6
2016-04,NY,Healthcare,LostTime,7
2016-04,NY,Manufacturing,Indemnity,8
2016-04,NY,Manufacturing,LostTime,22
2016-04,OH,Construction,Indemnity,2
2016-04,OH,Construction,LostTime,8
2016-04,OH,Healthcare,LostTime,9
2016-04,OH,Manufacturing,Indemnity,14
2016-04,OH,Manufacturing,LostTime,24
2016-04,OK,Construction,Indemnity,1
2016-04,OK,Construction,LostTime,2
2016-04,OK,Healthcare,LostTime,1
2016-04,OK,Manufacturing,Indemnity,5
2016-04,OK,Manufacturing,LostTime,7
2016-04,OR,Manufacturing,LostTime,2
2016-04,PA,Construction,Indemnity,1
2016-04,PA,Construction,LostTime,10
2016-04,PA,Healthcare,LostTime,11
2016-04,PA,Manufacturing,Indemnity,14
2016-04,PA,Manufacturing,LostTime,28
2016-04,RI,Healthcare,LostTime,1
2016-04,RI,Manufacturing,LostTime,1
2016-04,SD,Healthcare,LostTime,1
2016-04,TN,Construction,LostTime,1
2016-04,TX,Construction,Indemnity,1
2016-04,TX,Construction,LostTime,16
2016-04,TX,Healthcare,Indemnity,1
2016-04,TX,Healthcare,LostTime,5
2016-04,TX,Manufacturing,Indemnity,21
2016-04,TX,Manufacturing,LostTime,47
2016-04,VA,Manufacturing,Indemnity,1
2016-04,WA,Construction,LostTime,1
2016-04,WA,Manufacturing,Indemnity,1
2016-04,WA,Manufacturing,LostTime,1
2016-04,WI,Construction,Indemnity,2
2016-04,WI,Construction,LostTime,4
2016-04,WI,Healthcare,LostTime,1
2016-04,WI,Manufacturing,Indemnity,12
2016-04,WI,Manufacturing,LostTime,17
2016-04,WV,Construction,LostTime,2
2016-04,WV,Healthcare,LostTime,1
2016-04,WV,Manufacturing,Indemnity,4
2016-04,WV,Manufacturing,LostTime,6
2016-05,AL,Construction,LostTime,1
2016-05,AL,Healthcare,LostTime,4
2016-05,AL,Manufacturing,Indemnity,8
2016-05,AL,Manufacturing,LostTime,15
2016-05,AR,Construction,LostTime,1
2016-05,AR,Healthcare,Indemnity,1
2016-05,AR,Manufacturing,Indemnity,3
2016-05,AR,Manufacturing,LostTime,5
2016-05,AZ,Construction,LostTime,1
2016-05,CA,Construction,LostTime,1
2016-05,CA,Manufacturing,Indemnity,1
2016-05,CA,Manufacturing,LostTime,4
2016-05,CO,Construction,LostTime,5
2016-05,CO,Healthcare,Indemnity,1
2016-05,CO,Healthcare,LostTime,3
2016-05,CO,Manufacturing,Indemnity,3
2016-05,CO,Manufacturing,LostTime,12
2016-05,CT,Construction,Indemnity,1
2016-05,CT,Construction,LostTime,1
2016-05,CT,Manufacturing,Indemnity,2
2016-05,CT,Manufacturing,LostTime,3
2016-05,DC,Healthcare,LostTime,1
2016-05,DE,Construction,LostTime,1
2016-05,DE,Manufacturing,Indemnity,2
2016-05,FL,Construction,Indemnity,1
2016-05,FL,Construction,LostTime,19
2016-05,FL,Healthcare,LostTime,8
2016-05,FL,Manufacturing,Indemnity,16
2016-05,FL,Manufacturing,LostTime,34
2016-05,GA,Construction,Indemnity,1
2016-05,GA,Construction,LostTime,10
2016-05,GA,Healthcare,LostTime,2
2016-05,GA,Manufacturing,Indemnity,13
2016-05,GA,Manufacturing,LostTime,19
2016-05,ID,Construction,Indemnity,1
2016-05,ID,Construction,LostTime,1
2016-05,ID,Manufacturing,Indemnity,1
2016-05,ID,Manufacturing,LostTime,2
2016-05,IL,Construction,Indemnity,2
2016-05,IL,Construction,LostTime,3
2016-05,IL,Healthcare,LostTime,2
2016-05,IL,Manufacturing,Indemnity,15
2016-05,IL,Manufacturing,LostTime,24
2016-05,KS,Healthcare,Indemnity,1
2016-05,KS,Manufacturing,Indemnity,2
2016-05,KS,Manufacturing,LostTime,5
2016-05,KY,Manufacturing,LostTime,1
2016-05,LA,Construction,Indemnity,1
2016-05,LA,Construction,LostTime,2
2016-05,LA,Healthcare,LostTime,1
2016-05,LA,Manufacturing,Indemnity,7
2016-05,LA,Manufacturing,LostTime,11
2016-05,MA,Construction,LostTime,3
2016-05,MA,Healthcare,LostTime,2
2016-05,MA,Manufacturing,Indemnity,1
2016-05,MA,Manufacturing,LostTime,7
2016-05,MD,Manufacturing,LostTime,1
2016-05,ME,Healthcare,LostTime,1
2016-05,ME,Manufacturing,Indemnity,2
2016-05,ME,Manufacturing,LostTime,2
2016-05,MO,Construction,LostTime,2
2016-05,MO,Manufacturing,Indemnity,5
2016-05,MO,Manufacturing,LostTime,9
2016-05,MS,Construction,LostTime,2
2016-05,MS,Manufacturing,Indemnity,5
2016-05,MS,Manufacturing,LostTime,7
2016-05,MT,Construction,LostTime,1
2016-05,MT,Manufacturing,LostTime,5
2016-05,NC,Manufacturing,LostTime,1
2016-05,ND,Construction,Indemnity,2
2016-05,ND,Manufacturing,Indemnity,2
2016-05,NE,Construction,LostTime,2
2016-05,NE,Manufacturing,Indemnity,1
2016-05,NE,Manufacturing,LostTime,6
2016-05,NH,Manufacturing,Indemnity,1
2016-05,NH,Manufacturing,LostTime,1
2016-05,NJ,Construction,LostTime,4
2016-05,NJ,Healthcare,LostTime,2
2016-05,NJ,Manufacturing,Indemnity,4
2016-05,NJ,Manufacturing,LostTime,11
2016-05,NM,Manufacturing,LostTime,2
2016-05,NY,Construction,Indemnity,2
2016-05,NY,Construction,LostTime,4
2016-05,NY,Healthcare,LostTime,8
2016-05,NY,Manufacturing,Indemnity,15
2016-05,NY,Manufacturing,LostTime,22
2016-05,OH,Construction,Indemnity,1
2016-05,OH,Construction,LostTime,4
2016-05,OH,Healthcare,Indemnity,2
2016-05,OH,Healthcare,LostTime,2
2016-05,OH,Manufacturing,Indemnity,15
2016-05,OH,Manufacturing,LostTime,28
2016-05,OK,Construction,LostTime,1
2016-05,OK,Healthcare,Indemnity,1
2016-05,OK,Manufacturing,Indemnity,6
2016-05,OK,Manufacturing,LostTime,8
2016-05,OR,Manufacturing,LostTime,2
2016-05,PA,Construction,Indemnity,3
2016-05,PA,Construction,LostTime,7
2016-05,PA,Healthcare,LostTime,6
2016-05,PA,Manufacturing,Indemnity,11
2016-05,PA,Manufacturing,LostTime,26
2016-05,RI,Construction,Indemnity,1
2016-05,RI,Construction,LostTime,1
2016-05,RI,Healthcare,Indemnity,1
2016-05,RI,Manufacturing,Indemnity,1
2016-05,RI,Manufacturing,LostTime,1
2016-05,SC,Construction,LostTime,1
2016-05,SC,Manufacturing,Indemnity,1
2016-05,SD,Construction,LostTime,3
2016-05,SD,Manufacturing,LostTime,7
2016-05,TN,Manufacturing,Indemnity,1
2016-05,TX,Construction,Indemnity,4
2016-05,TX,Construction,LostTime,20
2016-05,TX,Healthcare,LostTime,5
2016-05,TX,Manufacturing,Indemnity,28
2016-05,TX,Manufacturing,LostTime,56
2016-05,UT,Manufacturing,LostTime,1
2016-05,VA,Construction,LostTime,1
